pair_id,abstract_id_a,abstract_id_b,pair_class,reviewed_verdict,review_confidence,recommended_pair_class,review_group,review_basis,review_rationale,primary_evidence,legitimate_study_context,suspicious_family,reviewer_notes,source_a,source_b
G169,45374,46431,Possible template reuse,Probable template reuse,Medium,Possible template reuse,Reviewed unlabelled pipeline prediction,Manual audit of phase0 titles and abstracts,"The phase0 abstracts align across qRT-PCR expression measurement, lncRNA upregulation, proliferation/migration/invasion/apoptosis phenotype, and in-vivo tumor-growth suppression, within the same ceRNA study architecture. The repeated sequence across unrelated cancers supports probable reuse.","Downregulation of LINC00958 suppressed NPC cell proliferation, migration, and invasion and induced apoptosis in vitro. | LINC00958 was found to be upregulated in NPC tissue specimens and cell lines. | Knocking down LINC00504 suppressed breast cancer cell proliferation, migration, and invasion and facilitated apoptosis in vitro. | LINC00504 was upregulated in breast cancer tissues and cell lines.",,yes,Detector: local_entity_substitution; confidence: Medium; audit: Correct.,,
G170,45374,46812,Insufficient evidence,Generic genre-template similarity only,Medium,Insufficient evidence,Reviewed unlabelled pipeline prediction,Manual audit of phase0 titles and abstracts,"The shared phase0 wording is limited to qRT-PCR, loss-of-function phenotype, in-vivo tumor suppression, and an “unclear role” introduction—common features of lncRNA cancer abstracts. No distinctive entity-swapped section is present.","Downregulation of LINC00958 suppressed NPC cell proliferation, migration, and invasion and induced apoptosis in vitro. | The expression profile of LINC00958 in NPC was evaluated by reverse-transcription quantitative polymerase chain reaction (RT-qPCR). | Functionally, LINC00885 deficiency suppressed cervical cancer cell proliferation, migration, and invasion but stimulated cell apoptosis in vitro. | The expression status of LINC00885 in cervical cancer was determined using reverse transcription-quantitative polymerase chain reaction and by searching The Cancer Genome Atlas database.",,no,Detector: local_entity_substitution; confidence: Medium; audit: Overcall: probable reuse not supported.,,
G171,46070,46092,Possible template reuse,Probable template reuse,High,Possible template reuse,Reviewed unlabelled pipeline prediction,Manual audit of phase0 titles and abstracts,"The phase0 Methods share the same ordered Transwell migration/invasion and xenograft sequence, with parallel lncRNA-ceRNA/rescue structure; probable reuse is supported.","CCDC144NL-AS1 expression was upregulated in OS tissues and cell lines. | The proliferation, apoptosis, migration, and invasion in vitro as well as tumor growth in vivo were determined in OS cells using the Cell Counting Kit 8 assay, flow cytometric analysis, transwell migration and invasion assays, and xenograf… | ST7-AS1 was upregulated in cervical cancer tissues and cell lines. | Malignancy was determined using Cell Counting Kit-8 assay, flow cytometry, transwell migration and invasion assays, and xenograft experiments.",,yes,Detector: local_entity_substitution; confidence: Medium; audit: Correct.,,
G172,46070,46431,Possible template reuse,Probable template reuse,Medium,Possible template reuse,Reviewed unlabelled pipeline prediction,Manual audit of phase0 titles and abstracts,"Both phase0 abstracts repeat closely parallel expression, CCK-8/flow/Transwell/xenograft and ceRNA-rescue organization across different cancers; probable reuse is supported.",CCDC144NL-AS1 expression was upregulated in OS tissues and cell lines. | Rescue experiments further demonstrated that miR-490-3p suppression or HMGA2 restoration abated CCDC144NL-AS1 deficiency-induced cancer-inhibitory actions in OS cells. | LINC00504 was upregulated in breast cancer tissues and cell lines. | Rescue experiments further revealed that miR-876-3p downregulation or HMGB3 upregulation effectively reversed the inhibitory effects of LIN00504 deficiency on breast cancer cells.,,yes,Detector: local_entity_substitution; confidence: Medium; audit: Correct.,,
G173,46092,46431,Possible template reuse,Confirmed template reuse,High,Possible template reuse,Reviewed unlabelled pipeline prediction,Manual audit of phase0 titles and abstracts,"Very strong multi-section alignment: expression wording, qPCR detection, CCK-8/flow/Transwell methods and rescue logic closely track each other across unrelated cancers; the local skeleton is essentially identical.",ST7-AS1 was upregulated in cervical cancer tissues and cell lines. | ST7-AS1 expression in cervical cancer tissues and cell lines was detected using quantitative real-time polymerase chain reaction (qRT-PCR). | LINC00504 was upregulated in breast cancer tissues and cell lines. | Expression of LINC00504 in breast cancer was analyzed by quantitative real-time polymerase chain reaction.,,yes,Detector: local_entity_substitution; confidence: Medium; audit: Undercall: should be Confirmed.,,
G174,46093,46431,Possible template reuse,Confirmed template reuse,High,Possible template reuse,Reviewed unlabelled pipeline prediction,Manual audit of phase0 titles and abstracts,"Direct contamination clue: the LINC00504 breast-cancer abstract ends by calling the pathway a target for “CRC diagnosis and anticancer therapy,” matching the colorectal-cancer context of VPS9D1-AS1. Together with parallel functional/ceRNA sections, this supports confirmed reuse.","Functionally, VPS9D1-AS1 interference suppressed CRC cell proliferation, migration, and invasion and promoted cell apoptosis in vitro. | The expression levels of VPS9D1-AS1 in CRC tissues and cell lines were detected via quantitative reverse transcription-polymerase chain reaction. | Knocking down LINC00504 suppressed breast cancer cell proliferation, migration, and invasion and facilitated apoptosis in vitro. | Expression of LINC00504 in breast cancer was analyzed by quantitative real-time polymerase chain reaction.",,yes,Detector: local_entity_substitution; confidence: Medium; audit: Undercall: should be Confirmed.,,
G175,46093,46812,Insufficient evidence,Generic genre-template similarity only,Medium,Insufficient evidence,Reviewed unlabelled pipeline prediction,Manual audit of phase0 titles and abstracts,"The phase0 abstracts share a standard lncRNA loss-of-function/ceRNA sequence (phenotype, in-vivo tumor growth, bioinformatics/RIP/luciferase), but the wording is comparable to known genre-level scaffolding and lacks a distinctive repeated rescue/target section. Treat it as genre-template similarity only.","Functionally, VPS9D1-AS1 interference suppressed CRC cell proliferation, migration, and invasion and promoted cell apoptosis in vitro. | The expression levels of VPS9D1-AS1 in CRC tissues and cell lines were detected via quantitative reverse transcription-polymerase chain reaction. | Functionally, LINC00885 deficiency suppressed cervical cancer cell proliferation, migration, and invasion but stimulated cell apoptosis in vitro. | The expression status of LINC00885 in cervical cancer was determined using reverse transcription-quantitative polymerase chain reaction and by searching The Cancer Genome Atlas database.",,no,Detector: local_entity_substitution; confidence: Medium; audit: Overcall: probable reuse not supported.,,
G176,46431,46812,Insufficient evidence,Generic genre-template similarity only,Medium,Insufficient evidence,Reviewed unlabelled pipeline prediction,Manual audit of phase0 titles and abstracts,"The phase0 texts share a standard lncRNA-ceRNA/rescue workflow, including phenotype, RIP/luciferase testing, and rescue experiments, but this level of similarity is also seen in the previously reviewed genre-level negative controls. Without a distinctive repeated passage or contamination clue between these two papers, the probable-reuse label is not supported.","Knocking down LINC00504 suppressed breast cancer cell proliferation, migration, and invasion and facilitated apoptosis in vitro. | Bioinformatics analyses in conjunction with RNA immunoprecipitation, luciferase reporter assays, and rescue experiments were conducted to investigate the underlying molecular mechanisms. | Functionally, LINC00885 deficiency suppressed cervical cancer cell proliferation, migration, and invasion but stimulated cell apoptosis in vitro. | Mechanistic experiments included bioinformatics prediction, RNA immunoprecipitation, luciferase reporter assay, and rescue experiments.",,no,Detector: local_entity_substitution; confidence: Medium; audit: Overcall: probable reuse not supported.,,
G177,32218,32583,Possible template reuse,Confirmed template reuse,High,Possible template reuse,Confirmed formerly unlabelled pipeline prediction,Manual title and abstract review,"Broad sentence-level and structural alignment across Methods, expression/clinical findings, knockdown phenotype, xenograft results, ceRNA mechanism, rescue logic, and pathway conclusion. The cancer and molecular entities are substituted while the experimental narrative remains closely parallel.",Parallel qPCR -> CCK-8 -> flow cytometry -> migration/invasion -> xenograft sequence; high-expression clinical associations; knockdown reduces proliferation/migration/invasion and promotes apoptosis; miRNA/target ceRNA mechanism and rescue.,,yes,User-confirmed after pipeline review.,10.2147/OTT.S232542,10.2147/CMAR.S246166
G178,32218,33027,Possible template reuse,Confirmed template reuse,High,Possible template reuse,Confirmed formerly unlabelled pipeline prediction,Manual title and abstract review,"Very strong template reuse with preservation of the same miR-485/PAK4 mechanistic core while the upstream lncRNA and cancer type are substituted. The functional assay sequence, depletion phenotype, in-vivo result, ceRNA mechanism, and rescue structure closely align.","SNHG7/miR-485/PAK4 in cervical cancer versus LINC01224/miR-485-5p/PAK4 in epithelial ovarian cancer; both use qPCR, CCK-8, flow cytometry, migration/invasion, xenograft, knockdown phenotype, ceRNA targeting, and miRNA/PAK4 rescue.",,yes,User-confirmed after pipeline review.,10.2147/OTT.S232542,10.2147/OTT.S254662
G179,46431,46603,Possible template reuse,Confirmed template reuse,High,Possible template reuse,Confirmed formerly unlabelled pipeline prediction,Manual title and abstract review,"Extensive entity-swapped template structure with the same miR-876-3p mediator. Methods, functional phenotypes, xenograft findings, ceRNA mechanism, downstream-target upregulation, and rescue experiments closely track despite different cancers and targets.","LINC00504/miR-876-3p/HMGB3 versus LINC00519/miR-876-3p/MACC1; parallel qPCR, CCK-8, flow, migration/invasion, xenograft, RIP/luciferase/rescue sequence and matching depletion/rescue results. ID 46431 additionally contains an anomalous CRC-specific conclusion in a breast-cancer abstract.",,yes,User-confirmed after pipeline review.,10.2147/CMAR.S276290,10.2147/OTT.S279798
